X,Y,COMPANY_NAME,BUSINESS_FULL_ADDRESS,CITY,PROVINCE,POSTAL_CODE,PHONE,WEBURL,PRODUCT_DESC
-79.77923444,43.71449798,AMY NAIL SALON AND SPA,4-380 BOVAIRD DR E,BRAMPTON,ON,L6Z 2S1,905-836-8355,www.amy-nail.com,"NAIL CARE, SPA TREATMENT (MANICURES, PEDICURES, MASSAGES ETC.)"
-79.7136356,43.67978732,AMCOR RIGID PLASTICS,95 BISCAYNE CRES,BRAMPTON,ON,L6W 4R2,905-450-5579,www.amcor.com,"Manufacturing Plastic containers for beverage applications, flexible packaging for the food and healthcare markets"
-79.73068176,43.70783594,CENTUM INTERSTATE MORTGAGES,A-101 WEST DR,BRAMPTON,ON,L6T 2J6,905-460-9099,http://www.centum.ca/interstatemortgages,MORTGAGE BROKER AND FINANCIAL SERVICES
-79.70195036,43.70256287,OLYMEL L.P.,318 ORENDA RD,BRAMPTON,ON,L6T 1G1,905-793-5757,www.olymel.ca,POULTRY PROCESSING
-79.74126486,43.65789723,SHERIDAN PHARMACY,106-373 STEELES AVE W,BRAMPTON,ON,L6Y 0P8,905-453-8555,,PHARMACY
-79.72982476,43.70717184,PARKAIRE SYSTEMS INC,C-99 WEST DR,,,L6T 2J6,905-874-1611,parkairesystems.com,HEATING AIR CONDITIONING AND REFRIDGERATION
-79.76022734,43.68498234,XATCHI INC,6 GEORGE ST S,BRAMPTON,ON,L6Y1P1,905-460-0110,,Sportswear Store
-79.70443344,43.67926515,AEROSPORTS TRAMPOLINE PARKS,3-100 WESTCREEK BLVD,BRAMPTON,ON,L6T 5W3,905-796-2376,www.aerosportsparks.ca/brampton/,"BIRTHDAY PARTIES, FITNESS, OPEN TRAMPOLINE PLAY"
-79.69440781,43.70531807,PRIMERICA FINANCIAL SERVICES,394 ORENDA RD,,,L6T1G9,647-391-1508,,FINANCIAL SERVICES
-79.69778126,43.69922375,BEE ZEE AUTO REPAIR,2 MELANIE DR,BRAMPTON,ON,L6T 4K9,905-793-4679,,AUTOMOTIVE REPAIR & SERVICE
-79.71903281,43.6832244,BRAMPTON AUTO REPAIR,18 BRAMSTEELE RD,BRAMPTON,ON,L6W 1B3,905-457-6710,http://www.bramptonautorepair.com/,AUTOMOBILE REPAIR & SERVICE
-79.69890973,43.69146429,CS BUSINESS SERVICES LTD,32-180 WILKINSON RD,,,L6T 4W8,905-453-2929,,"ACCOUNTING AND TAX SERVICES, TRUCK PERMITS"
-79.7383143,43.75178716,PHARMASAVE,101-2250 BOVAIRD DR E,BRAMPTON,ON,L6R 0W3,905-595-4968,www.pharmasave.com,PHARMACY
-79.70266845,43.69008087,WILKINSON RD MENS SHELTER,15 WILKINSON RD,BRAMPTON,ON,L6T 4X1,905-452-1335,http://www.salvationarmypeel.com/wilkinson-road-shelter.html,SOCIAL AND HUMAN SERVICE ORGANIZATIONS
-79.69570351,43.68990255,RENUM HYDRAULICS LTD.,11-212A WILKINSON RD,BRAMPTON,ON,L6T 4M4,905-457-6754,www.renumhydraulics.com,HYDRAULICS MANUFACTURING
-79.71014037,43.6925757,GLEAM INC,2 FINLEY RD,,,L6T1A9,647-657-0205,,USED TRUCK AND CAR SALES
-79.72612966,43.70497225,VICKY & TIM'S CONVENIENCE,3-155 CLARK BLVD,BRAMPTON,ON,L6T 4G6,905-459-5573,,CONVENIENCE STORE
-79.69461436,43.72855273,STRONGO - CASE,1075 CLARK BLVD,BRAMPTON,ON,L6T 3W4,905-791-3131,www.strongco.com,SALES & SERVICE: HEAVY CONSTRUCTION EQUIPMENT
-79.69469249,43.68686754,YORK FLUID CONTROLS LTD.,2 WESTWYN CRT,BRAMPTON,ON,L6T 4T5,905-454-4013,www.yorkfluid.com,INDUSTRIAL DISTRIBUTOR
-79.69661743,43.68861512,INTERGLOBE ALLIANCE INC.,201 WILKINSON RD,BRAMPTON,ON,L6T 4M2,905 450 0225,www.interglobealliance.com,NEW AND USED HEAVY EQUIPMENT
-79.69720435,43.69762671,J & W OFFICE SOLUTIONS INC.,8-1625 STEELES AVE E,BRAMPTON,ON,L6T 4T7,905-458-8688,www.tonerplace.ca,OFFICE SUPPLIES
-79.71881698,43.68503242,SOUSA'S AUTOMOTIVE INC,16 HALE RD,BRAMPTON,ON,L6W 3M1,905-451-8685,,AUTOMOTIVE REPAIR & SERVICE
-79.69754594,43.68954314,SHAW GROUP OF DENTAL LABORATORIES,2-222 ADVANCE BLVD,BRAMPTON,ON,L6T 4T6,905-450-0033,www.shawlabgroup.com,DENTAL LAB
-79.71801637,43.68671122,BDI CANADA INC.,1-52 BRAMSTEELE RD,BRAMPTON,ON,L6W 3M5,905-459-5202,www.bdi-canada.com,"BEARINGS, & POWER TRANSMISSIONS & RELATED PRODUCTS, FLUID POWER COMPONENTS, SAFETY & IND. BRAKES"
-79.68309203,43.73273214,DSV SOLUTIONS INC,8590 AIRPORT RD,BRAMPTON,ON,L6T 5A3,905-789-6211,www.dsv.com,TRANSPORTATION AND LOGISTICS SERVICES
-79.66349162,43.72113321,DSV AIR AND SEA INC.,4-70 DRIVER RD,BRAMPTON,ON,L6T 5V2,905-629-0055,www.dsv.com,"AIR FREIGHT, SEA FREIGHT, TRANSPORTATION"
-79.65843863,43.73168017,PAINT CIRCUIT AUTO BODY SUPPLY,2-3485 STEELES AVE E,BRAMPTON,ON,L6T 5W7,4162371744,WWW.PAINTCIRCUIT.COM,AUTOMOTIVE PARTS AND PAINT MANUFACTURING
-79.78544905,43.75894476,INSPIRE HAIR & BEAUTY,2-127 INSPIRE BLVD,,,L6R 3W4,905-216-0653,http://inspirehairandbeauty.ca/,
-79.80001351,43.71399625,HERITAGE FISH AND CHIPS,17-13 FISHERMAN DR,BRAMPTON,ON,L7A 2X9,905-495-8833,www.heritagefishnchips.com,FISH & CHIPS RESTAURANT
-79.7998224,43.71378325,THE ACADEMY OF MARTIAL ARTS,8-13 FISHERMAN DR,BRAMPTON,ON,L7A 2X9,905-450-9927,www.amadojo.ne,MARTIAL ARTS TRAINING
-79.80048826,43.71278267,CONCEPTS IN MOTION,23-15A FISHERMAN DR,BRAMPTON,ON,L7A 1B7,905-840-4998,,AUTOMOTIVE REPAIR & SERVICE
-79.80358794,43.70399967,ADAMS PACKAGING & MFG. CO,27 REGAN RD,BRAMPTON,ON,L7A 1B2,905-840-6900,http://www.adamspkg.com/,MANUFACTURING SPECIALIZED WOODEN SHIPPING CONTAINERS
-79.78211788,43.68384883,ENCORE THRIFT SCORE,2-9446 MCLAUGHLIN RD N,BRAMPTON,ON,L6X 4H9,905-497-2765,www.encorethriftstore.ca,THRIFT STORE
-79.78606365,43.68164037,PEEL DISTRICT SCHOOL BOARD,24 HOLTYBY AVE,BRAMPTON,ON,L6X 2M1,905.279.4310,peelsb.com,GENERAL MAINTENANCE FOR PDSB
-79.81592922,43.71018918,INFINITY GLOBAL INC. O/A VIDYA LEARNING CENTRE,7-10725 MCLAUGHLIN RD,BRAMPTON,ON,L7A 3E5,905-216-6881,www.learnvidya.com,TUTORING/MENTORING
-79.80017101,43.69649033,PIZZA HUT,6-10088 MCLAUGHLIN RD,BRAMPTON,ON,L7A 2X6,905-495-8471,www.pizzahut.ca,PIZZA
-79.80091072,43.69641208,IMAGE OPTICAL EYE CARE CENTRE,19-10088 MCLAUGHLIN RD N,BRAMPTON,ON,L7A 2X6,905-970-8800,,OPTICAL
-79.76896007,43.67577768,CURL UP AND DYE,12-4 MCLAUGHLIN RD S,BRAMPTON,ON,L6Y 3B2,905-456-9939,curlupanddyesalonspa.ca/,HAIR SALON
-79.80471504,43.68823951,KHAZANA CREATION,9-791 BOVAIRD DR W,,,L6S5C5,416-418-8263,,WEDDING/EVENT DECOR
-79.69643848,43.68482824,CLEARPIPE INC.,2053 WILKINSON PKY,BRAMPTON,ON,L6S5T4,905-487-2235,,REPAIR AND ASSEMBLE SEWER MAINTENANCE EQUIPMENT
-79.70020298,43.76149328,THE BREW CENTRE,2600 WILLIAMS PKY,BRAMPTON,ON,L6S 5X7,905-795-3260,www.thebrewcentre.com,"THE BREW CENTRE PROVIDES OFFICE COFFEE SERVICES (OCS), FILTERED WATER SYSTEMS, AS WELL AS FULL LINE VENDING SERVICES"
-79.72263369,43.81554145,FAMILY DOCTOR,15-16-10 SQUIRE ELLIS DR,,,,905-458-8292,,
-79.77360679,43.6151723,ULINE CANADA,60 HEREFORD ST,BRAMPTON,ON,L6Y 0N3,905-452-3190,www.uline.ca,"DISTRIBUTOR OF SHIPPING, INDUSTRIAL, PACKING MATERIALS"
-79.72570975,43.68558391,TRUESEAL WINDOW & DOOR SYSTEMS,19-289 RUTHERFORD RD S,BRAMPTON,ON,L6W 3R9,905-451-7363,www.truesealwindows.com,REPLACE DOORS & VINYL WINDOWS
-79.69334424,43.69490605,HIGH-END COLLISION,3-120 ADVANCE BLVD,BRAMPTON,ON,L6T 4J3,905.455.3400,,COLLISION CENTRE
-79.69145631,43.69422413,YOG VEDANT SEVA SAMITI CENTRE OF CANADA,"8, 9-171 ADVANCE BLVD",BRAMPTON,ON,L6T 4Z6,905-275-7509,,RELIGIOUS ORGANIZATION
-79.69808578,43.68780388,SUREASH AUTOMOTIVE REPAIR INC.,6-227 ADVANCE BLVD,BRAMPTON,ON,L6T 4J3,905-460-0816,,AUTOMOTIVE REPAIR
-79.69492242,43.68966131,BEDS OFF THE WALL,8-211 ADVANCE BLVD,BRAMPTON,ON,L6T 4S8,905-456-9255,www.bedsoffthewall.com,WALL BEDS
-79.69660626,43.69081066,WILENE & ASSOC. SHEET METAL COMPANY,210 ADVANCE BLVD,BRAMPTON,ON,L6T 4J5,905-459-3634,www.wilene.com,"SHEET METAL FABRICATION, PRIME CONTRACTING"
-79.70409222,43.68412154,BERNIE'S BOX AND PALLET LTD.,21 STEELWELL RD,BRAMPTON,ON,L6T 5P7,905-459-0775,www.bernies-pallet.com,MANUFACTURE PALLETS
-79.7429439,43.75203919,DORI DABKA,50 SUNNY MEADOW BLVD,,,,905 792 1085,,
-79.70472534,43.68423365,HI-TECH ANODIZING,2-45 STEELWELL RD,BRAMPTON,ON,L6T 5P7,905-547-3164,www.hitechanodizing.com,ANODIZING
-79.68636673,43.73504305,DEALERS INGREDIENTS INC.,1995 CLARK BLVD,BRAMPTON,ON,L6T 4W1,905-458-7766,www.dealersingredients.com,DISTRIBUTION OF BUTTER BUDS AND FIBER STAR
-79.68465808,43.7361265,STATE FARM INSURANCE,2-2005 CLARK BLVD,BRAMPTON,ON,L6T 5P8,905-799-8215,www.anjaliaoka.com,INSURANCE CARRIER
-79.68542406,43.73676408,CLARK INDUSTRIAL WHOLESALE,2-2020 CLARK BLVD,BRAMPTON,ON,L6T 5R4,905-791-0470,www.clarkindustrial.ca,INDUSTRIAL SUPPLIES
-79.70352996,43.69109823,CANTRUCK AND TRAILA PARTS INC.,19-10 WILKINSON RD,,,L6T 5B1,905-497-4466,,HEAVY DUTY TRUCK TRAILA PARTS & ACCESORIES
-79.70456343,43.68689247,JUST ON TIME FREIGHT SYSTEMS,3-95 HEDGEDALE RD,BRAMPTON,ON,L6T 5P3,905-846-9552,www.jotfreight.com,LOGISTICS
-79.69542806,43.69012005,JUNOESQUE INC,1-211 ADVANCE  BLVD,BRAMPTON,ON,L6T 4S8,905-454-7556,www.junoesquedecor.com,DOMESTIC FURNITURE
-79.70126383,43.69098999,STEPHENSON'S RENT-ALL INC.,45 WILKINSON RD,BRAMPTON,ON,L7A 1A1,905-453-9522,www.stephensons.ca,RENTAL OF EQUIPMENT
-79.80181798,43.70262308,UNIFOR LEGAL SERVICES PLAN,2-23 REGAN RD,BRAMPTON,ON,L6T 4B5,905-790-6400,www.uniforlsp.com,"BENEFIT FOR CW WORKERS, PRIVATE BENEFIT, LEGAL"
-79.69769078,43.75986253,MIRUS INTERNATIONAL INC. ,31 SUN PAC BLVD,BRAMPTON,ON,L6S 5P6,905-494-1120,www.mirus.ca ,"POWER, DISTRIBUTION AND SPECIALTY TRANSFORMERS"
-79.74700909,43.70377124,CAR QUEST,5-65 RUTHERFORD RD,,,L6W 3J3,905-455-9595,www.carquest.ca,CAR REPAIR AND PARTS SALES
-79.72570975,43.68558391,KWIK KOPY PRINTING,9-289 RUTHERFORD RD S,BRAMPTON,ON,L6W 3R9,905-453-7272,brampton.kkpcanada.ca,"PRINTING, PHOTOCOPYING & BINDING"
-79.78615447,43.75900482,ARTS & CRAFTS 4 YOU,2-118 INSPIRE BLVD,,,L6R 3X8,416-723-6312,,
-79.78602036,43.75908618,SELL MAXX REAL ESTATE PAWAN SHARMA,2-122 INSPIRE BLVD,,,L6R 3X8,905-915-7060,PK4HOME.COM,
-79.67804408,43.72124157,JONES CONTRACT PACKAGING SERVICE,55 WALKER DR,BRAMPTON,ON,L6T 5K5,905-790-0302,www.jonespackaging.com,PHARMACEUTICAL PACKAGING AND COSMETICS
-79.70138018,43.76217201,ALTYPE SPRING & TOOL CORP,12-3A EDVAC DR,BRAMPTON,ON,L6S5X8,905-791-8207,www.altypespring.com,"manufacturers of Compression Springs, Extension Springs, Torsion Springs, Flat Forms, Wire Forms "
-79.70777641,43.68995415,QUIZNOS CLASSIC SUBS,1250 STEELES AVE E,BRAMPTON,ON,L6T 1A1,905-453-7849,www.quiznos.ca,TOASTED SUBMARINE SANDWICHES
-79.6976366,43.6974098,FOREVER BLINDS,6-1625 STEELES AVE E,,,L6T 4T7,905-789-8654,foreverblinds.com,
-79.70392309,43.76112189,AIR KING VENTILATION PRODUCTS,8 EDVAC DR,BRAMPTON,ON,L6S 5P2,905-456-2033,www.airkinglimited.com,HVAC PRODUCTS
-79.71973507,43.68416344,CARLOS AUTO SERVICE REPAIRS,8-21 HALE RD,BRAMPTON,ON,L6W 3J9,905-796-6300,,AUTOMOTIVE REPAIR & SERVICE
-79.71973507,43.68416344,DONVELL AUTO BODY REPAIR,14-21 HALE RD,BRAMPTON,ON,L6W 3M1,905-452-0099,,AUTOMOBILE REPAIRING & PAINTING
-79.78576823,43.75926828,GODAVARI ORGANICS,2-130 INSPIRE BLVD,,,L6R 3X8,647-629-4769,www.godavariorganics.webs.com,
-79.70215274,43.76206352,MARATHON JANITORIAL SUPPLIES,8-5 EDVAC DR,BRAMPTON,ON,L6S 5P3,905-791-6670,,JANITORIAL SUPPLIES
-79.68510336,43.73200353,UNI SELECT,1-145 WALKER DR,BRAMPTON,ON,L6T 5P5,905-789-0115,www.uni-select.com,AUTOMOTIVE PARTS DISTRIBUTOR
-79.68487877,43.73372306,ATLANTIC PACKAGING PRODUCTS LTD.,195 WALKER DR,BRAMPTON,ON,L6T 3Z9,905-799-7510,www.atlantic.ca,DISTRIBUTION OF CORRUGATED PACKAGING 
-79.68239822,43.71906654,SAVARIA CONCORD LIFTS INC,2 WALKER DR,BRAMPTON,ON,L6T 5E1,905-791-5555,www.savaria.com,"SAVARIA IS A LEADING MANUFACTURER OF WHEELCHAIR LIFTS, STAIRLIFTS, HOME ELEVATORS AND ACCESSIBLE VANS"
-79.69093433,43.73416753,SEW-EURODRIVE COMPANY OF CANADA LTD.,210 WALKER DR,BRAMPTON,ON,L6T 3W1,905-791-1553,www.sew-eurodrive.ca,"HIGH-SPEED DRIVE CRANES, CONVEYOR BELTS MECHANICAL AND ELECTRICAL GEARS"
-79.68062517,43.72588554,EMPACK SPRAYTECH INC.,98 WALKER DR,BRAMPTON,ON,L6T 4H6,905-792-6571,www.empack.ca,Consumer Product and Industrial Aerosols manufacturers for various companies
-79.74345645,43.65520179,Y2K COMPUTERS INC.,14-545 STEELES AVE W,BRAMPTON,ON,L6Y 4E7,905-456-7899,www.y2kcomputersinc.com,RETAIL SERVICES & COMPUTER NETWORKING
-79.72924339,43.69983802,TOMEX TOOLING SOLUTIONS INC.,7-6A TILBURY CRT,BRAMPTON,ON,L6T 3T4,905-463-1214,http://tomextooling.com/,MACHINE SHOP
-79.72570975,43.68558391,SIGN A RAMA,15-289 RUTHERFORD RD S,BRAMPTON,ON,L6W 3R9,905-460-9300,www.signarama-bramptonwest.com,SIGNAGE
-79.72568531,43.68586447,LINCOLN SIGN AND LIGHTING,13-289 RUTHERFORD RD S,BRAMPTON,ON,L6W 3R9,905.463.4835,www.lincolnlightings.com,SIGN INSTALLATION AND LIGHTING
-79.72594757,43.68795935,PAK AUTO,14-266 RUTHERFORD RD S,BRAMPTON,ON,L6W 3X3,905-866-6700,,AUTOMOTIVE REPAIR & SERVICE
-79.78565289,43.75935158,RMS CLOTHING SERVICES,2-134 INSPIRE BLVD,,,L6X 5K7,647-588-9208,,
-79.72282947,43.81538278,PIZZA MART,11-10 SQUIRE ELLIS DR,BRAMPTON,ON,L6P 0A2,905-500-9000,,PIZZA RESTAURANT AND TAKE OUT
-79.71418917,43.67455213,DSV SOLUTIONS INC,250 FIRST GULF BLVD,BRAMPTON,ON,L6W 4T5,905-796-3365,www.dsv.com,GLOBAL LOGISTICS AND TRANSPORTATION
-79.70674643,43.69100496,J & R TAX AND ACCOUNTING SERVICES,106-1300 STEELES AVE E,BRAMPTON,ON,L6T 1A2,905-453-7799,http://m.jrtaxaccounting.ca/,REGISTERED PROFESSIONAL ACCOUNTANT
-79.72096832,43.68520363,GRAFF DIAMOND PRODUCTS LIMITED,35 HALE RD,BRAMPTON,ON,L6W 3J9,800-465-9021,www.graffdiamond.com,MANUFACTURERS OF DIAMOND & CBN TOOLING FOR INDUSTRY
-79.72270004,43.68643387,CUSTOM THERMAL APPLICATIONS INC.,73 HALE RD,BRAMPTON,ON,L6W 3J9,905-454-4929,,"THERMAL EQUIPMENT, GAS BURNERS, WATER HEATERS"
-79.72290995,43.81543113,JOHAL SWEETS & RESTAURANT,12-14-10 SQUIRE ELLIS DR,,,,905-913-9021,,
-79.70006185,43.73533348,JUST-RITE PRECISION GRINDING INC.,16-253 SUMMERLEA RD,BRAMPTON,ON,L6T 5A8,905-799-5899,,METAL WORK
-79.69217184,43.69596682,SS AUTO REPAIR AND MUFFLER,4-3 ALFRED KUEHNE BLVD,BRAMPTON,ON,L6T 4K3,905-791-3047,,AUTOMOBILE REPAIRING & SERVECING EQUIPMENT & SUPPLIES
-79.79881162,43.70026677,AJ'S RESTAURANT,18-1 REGAN RD,BRAMPTON,ON,L7A 1B8,905-840-6558,http://www.bramptonrestaurants.com/,BAR & GRILL
-79.68642722,43.73083809,CANADA CARE MEDICAL,4 CARSON CRT,BRAMPTON,ON,L6T 4P8,416-241-1133,www.canadacaremedical.com,HEALTH CARE PRODUCTS RETAILER
-79.73208955,43.66637129,GOLDEN PALACE RESTAURANT,1 STEELES AVE E,BRAMPTON,ON,L6W 4J4,905-796-3500,www.goldenpalace-restaurant.com,FAMILY RESTAURANT - CHINESE CUISINE
-79.72251026,43.68762222,ROYAL SECURITY SOLUTIONS,9-80 HALE RD,BRAMPTON,ON,L6W 3N9,9.840.0522,www.royalsecurity.ca,LOCKSMITH AND SECURITY SOLUTIONS
-79.72289118,43.8156266,DAYCARE,3-10 SQUIRE ELLIS DR,,,,905-913-0144,,
-79.72280535,43.81559757,SANDHL OPTICAL,4-10 SQUIRE ELLIS DR,,,,,,
-79.77945265,43.66655755,CHINGUACOUSY DENTISTRY,5-8975 CHINGUACOUSY RD,BRAMPTON,ON,L6Y 0J2,905-453-0999,www.cdentistry.ca,FAMILY AND COSMETIC DENTIST
-79.74371358,43.65497983,TRAFFIC TICKETS LINKS,9-545 STEELES AVE W,BRAMPTON,ON,L6Y 1E7,905-488-2005,,PARALEGAL SERVICE
-79.74375196,43.65485724,HOMELIFE PARADISE REALTY INC BROKERAGE,7-545 STEELES AVE W,BRAMPTON,ON,L6Y 4E7,905-455-5800,,REAL ESTATE SERVICES
-79.74364149,43.6550456,AK DOLLAR CASTLE AND PARTY CENTRE,10 AND 11-545 STEELES AVE W,BRAMPTON,ON,L6Y 4E7,905-459-2696,,DOLLAR STORE
-79.67816881,43.71459408,MEHTAB FURNITURE,40-2565 STEELES AVE E,BRAMPTON,ON,L6T 4L6,905-463-1986,,FURNITURE STORE
-79.69842157,43.69118404,NETSWEEPER INC,1-188 WILKINSON RD,,,L6T 4W9,905-796-7545,www.netsweeper.com,"SOFTWARE, INTERNET CONTENT FILTRATION"
-79.73617552,43.68669028,JAIN FASHIONS,4-124 KENNEDY RD S,BRAMPTON,ON,L6W 3E7,905-452-6387,,FASHION STORE
-79.72585747,43.68776212,NOBLE TIRE LTD,10-266 RUTHERFORD RD S,BRAMPTON,ON,L6W 3X3,905-595-6100,,NE AND USED TIRES SALES AND SERVICE
-79.72594757,43.68795935,REDLINE PERFORMANCE,29-266 RUTHERFORD RD S,BRAMPTON,ON,L6W 3X3,905-454-9296,,AUTOMOTIVE REPAIR & SERVICE
-79.80298113,43.70076758,TALISMAN DENTAL LAB INC.,17-20 REGAN RD,BRAMPTON,ON,L7A 1C3,905-450-5156,,DENTAL LABORATORY
-79.72269327,43.68777182,KOTYCK BROS LIMITED,7-80 HALE RD,BRAMPTON,ON,L6W 3N9,905-595-1127,www.kotyck.com,PLUMBING & HEATING SUPPLIES INCLUDING HYDRAULIC HOSE
-79.80042491,43.70605946,METELIX PRODUCTS INC.,95 VAN KIRK DR,BRAMPTON,ON,L7A 1A4,905-495-2374,www.metelixproducts.com,PLASTICS BLOW MOULDING MFG
-79.739253,43.75066224,AASHIRWAAD HOMEOPATHY,507-2250 BOVAIRD DR E,BRAMPTON,ON,L6R 0W3,905-793-1086,,HOMEOPATH
-79.78766624,43.72461574,DR. A. GLATTER,205-10425 KENNEDY RD N,BRAMPTON,ON,L6T 3S1,905-840-1330,http://www.heartlakechiro.com/,CHIROPRACTOR'S OFFICE
-79.75349194,43.69117391,DR. K. ASAYESH,307-145 QUEEN ST E,BRAMPTON,ON,L6W 3P8,905-450-8811,,PSYCHIATRIST
-79.69771589,43.6973669,BATES FIRE PROTECTION SERVICES LTD.,5-1625 STEELES AVE E,BRAMPTON,ON,L6T 4T7,905-790-6911,,SALES & SERVICE OF FIRE PROTECTION EQUIPMENT
-79.70000475,43.73529904,D & D FLORAL DESIGNS INC.,17-253 SUMMERLEA RD,BRAMPTON,ON,L6T 5A8,905-789-0911,www.floraldesigns.ca,FLORIST & GIFT SHOP
-79.68746442,43.72706781,YORK TRANSPORTATION GROUP,165 SUMMERLEA RD,BRAMPTON,ON,L6T 4P6,905-454-4210,,FREIGHT TRANSPORTATION SPILLOVER WAREHOUSE
-79.71973507,43.68416344,FORCE AUTO,21 HALE RD,BRAMPTON,ON,L6W 3J9,905-452-6799,,AUTOMOTIVE REPAIR & SERVICE
-79.74251588,43.70122736,DR. SAMUEL SOLIMAN,3-263 QUEEN ST E,BRAMPTON,ON,L6W 4K6,905-453-8477,www.newlifefertility.com,GYNAECOLOGY & FERTILITY SPECIALIST
-79.75274002,43.69173138,DR. Z.R. MECH,308-178 JOHN ST,BRAMPTON,ON,L6W 2A4,905-451-2470,,PSYCHIATRIST
-79.79758734,43.72667873,SANDALWOOD CHIROPRACTIC AND WELLNESS CENTRE,12-170 SANDALWOOD PKY E,BRAMPTON,ON,L6Z 1Y5,905-459-0685,,CHIROPRACTIC CLINIC
-79.71060598,43.690187,BASSI TRADE CO LTD,11 FINLEY RD,BRAMPTON,ON,L6T 1B1,905-451-4506,http://www.bassitrading.com/,USED CLOTHES
-79.74120932,43.6577827,CANADIAN INSTITUTE OF MANAGEMENT AND TECHNOLOGY,202-373 STEELES AVE W,BRAMPTON,ON,L6Y 0P8,905.874.1800,http://cimtcollege.com/cimt/default.aspx,BEAUTY SCHOOL
-79.7414313,43.65794575,HASTY MARKET,108-373 STEELES AVE W,BRAMPTON,ON,L6Y 0P8,905-455-7103,www.hastymarketcorp.com,CONVENIENCE STORE
-79.74150958,43.65799841,MUMMA'S BURITOS,101-373 STEELES AVE W,BRAMPTON,ON,L6Y 5H9,905-454-7426,www.mummasburritos.com,RESTAURANT
-79.68770641,43.73836728,OM SAI PHYSIOTHERAPHY CLINIC,3-50 DELTA PARK BLVD,BRAMPTON,ON,L6T 5E8,416 740 7461,www.omsaiphysio.com,REHABILITATION CENTRE
-79.7985171,43.70138861,TMN DENTAL LAB,14-35 VAN KIRK DR,BRAMPTON,ON,L7A 1A5,905-457-0641,www.tmndentallab.com/,DENTISTRY
-79.73950934,43.75070475,NUCLEUS HIGH SCHOOL,415-2250 BOVAIRD DR E,,,L6R 0W3,416-924-7111,www.nucleushs.com,"PRIVATE SCHOOL, TUTORING, EXAM PREP,"
-79.80662911,43.70959184,DYMIN STEEL,133 VAN KIRK DR,BRAMPTON,ON,L7A 1A4,905-840-0808,www.dymin-steel.com,STRUCTURAL STEEL DISTRIBUTOR
-79.70088593,43.75854016,LOTE TREE FOUNDATION,2131 WILLIAMS PKY,BRAMPTON,ON,L6S 5Z4,647-919-2098,,LEARNING AND RESOURCE CENTRE
-79.71323447,43.75200753,FCA CANADA INC.,2000 WILLIAMS PKY E,BRAMPTON,ON,L6S 6B3,905-458-2800,www.fcacanada.ca,AUTOMOBILE ASSEMBLY PLANT
-79.70570076,43.76184445,LORVIN STEEL LTD.,16 EDVAC DR,BRAMPTON,ON,L6S 5P2,905-458-8850,www.lorvinsteel.com,METAL FABRICATION
-79.70517327,43.76163968,ALL RAILINGS DIV OF DFL FABRICATION LTD.,14 EDVAC DR,BRAMPTON,ON,L6S 5P2,905-793-1252,www.allrailings.ca,MANUFACTURING STEEL METAL FABRICATION
-79.70325625,43.75707956,NANCY TRATTORIA RESTAURANT,1-2023 WILLIAMS PKY,BRAMPTON,ON,L6S 5N1,905-792-7822,,ITALIAN RESTAURANT
-79.81484154,43.69026981,INDIAN FOODLAND,15 FANDOR WAY,,,L7A 4S2,,,
-79.77458796,43.61859224,JAKKS PACIFIC,15-125 EDGEWARE RD,,,L6Y 0P5,905-452-6279,,
-79.6975972,43.6896034,INSTANT CUSTOM SIGNS,3-222 ADVANCE BLVD,BRAMPTON,ON,L6T 4Y7,905-453-1234,www.icsigns.com,CUSTOM SIGNS
-79.69750586,43.68800077,MASS CONTRACTING LTD.,8-225 ADVANCE BLVD,BRAMPTON,ON,L6T 4J2,905-458-8642,www.masscontracting.ca,CONCRETE RESTORATION
-79.69187094,43.69485796,WASTE SERVICES CANADA INC.,117 ADVANCE BLVD,BRAMPTON,ON,L6T 4H9,905-791-3555,www.wsii.ca,COLLECTION & DISPOSAL OF WASTE
-79.69339314,43.69636704,IPL INC.,111 ADVANCE BLVD,BRAMPTON,ON,L6T 4H8,905-791-5895,,PLASTIC PAILS AND CARTS
-79.69851833,43.68716617,JD TRANSPORTATION SERVICES 2003 INC,2-235 ADVANCE BLVD,,,L6T 4J2,905-793-2005,www.jdtransportation2003.com,TRANSPORTATION
-79.69741564,43.68436072,NEXCYCLE PLASTICS INC.,235 WILKINSON RD,BRAMPTON,ON,L6T 4M2,905-454-2666,www.nexcycle.com,RECYCLING AND SELLING OF PLASTIC AND GLASS PRODUCTS
-79.72355963,43.67580312,THE UPS STORE,8-400 STEELES AVE E,BRAMPTON,ON,L6W 4T4,905-453-3558,www.mbe.ca,"MAIL BOX RENTAL, COPIES & COURIER SERVICE"
-79.67730694,43.71485294,STEELES ROYAL HEALTH FITNESS CLUB,39-2565 STEELES AVE E,BRAMPTON,ON,L6T 4L6,905-790-8210,www.steelesroyal.ca,MASSAGE
-79.67821406,43.71404912,AG LIQUIDATIONS ,23-2565 STEELES AVE E,BRAMPTON,ON,L6T 4L6,905-799-0313,,LIQUIDATION STORE
-79.69762197,43.69717044,HI-TECH AUDIO VIDEO,4-1625 STEELES AVE E,BRAMPTON,ON,L6T 4T7,905-458-6828,www.hitechav.ca,CAR RADIO INSTALLATION AND AUDIO VIDEO PRODUCTS
